Company Name,Job Title,Job Description,Job Location,Job Posting URL,Normalized Salary
Adobe,Product Manager,"We are looking for a Product Manager with 3-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming, Strategy, Market Research, Go-to-Market, Cross-functional Leadership. This role involves working on innovative projects in Technology domain.","Boston, MA",https://www.linkedin.com/jobs/view/954525/?trk=jobs_biz_prem_srch,169000
JPMorgan Chase,Financial Analyst,"We are looking for a Financial Analyst with 3-6 years of experience. The candidate should possess BBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards. This role involves working on innovative projects in Finance domain.","El Paso, TX",https://www.linkedin.com/jobs/view/954224/?trk=jobs_biz_prem_srch,100000
Best Buy,Retail Sales Associate,"We are looking for a Retail Sales Associate with 0-3 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication. This role involves working on innovative projects in Retail domain.","Tulsa, OK",https://www.linkedin.com/jobs/view/942536/?trk=jobs_biz_prem_srch,46000
Goldman Sachs,Financial Analyst,"We are looking for a Financial Analyst with 3-6 years of experience. The candidate should possess BBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards. This role involves working on innovative projects in Finance domain.","Virginia Beach, VA",https://www.linkedin.com/jobs/view/989067/?trk=jobs_biz_prem_srch,104000
Salesforce,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/992657/?trk=jobs_biz_prem_srch,123000
CVS Health,Medical Records Technician,"We are looking for a Medical Records Technician with 0-4 years of experience. The candidate should possess Bachelors in Health Administration and demonstrate strong skills in Medical Terminology, Electronic Health Records (EHR), HIPAA Compliance, Data Entry, ICD Coding. This role involves working on innovative projects in Healthcare domain.","Detroit, MI",https://www.linkedin.com/jobs/view/928874/?trk=jobs_biz_prem_srch,68000
BambooHR,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","San Diego, CA",https://www.linkedin.com/jobs/view/995078/?trk=jobs_biz_prem_srch,118000
NVIDIA,Senior DevOps Engineer,"We are looking for a Senior DevOps Engineer with 4-8 years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in Linux, Docker, AWS, CI/CD, Terraform, Monitoring, Ansible, GCP, Kubernetes. This role involves working on innovative projects in Technology domain.","Philadelphia, PA",https://www.linkedin.com/jobs/view/953325/?trk=jobs_biz_prem_srch,189000
ADP,HR Coordinator,"We are looking for a HR Coordinator with 0-2 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files. This role involves working on innovative projects in HR domain.","San Antonio, TX",https://www.linkedin.com/jobs/view/908220/?trk=jobs_biz_prem_srch,60000
edX,Education Operations Manager,"We are looking for a Education Operations Manager with 6+ years of experience. The candidate should possess MBA and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards, Timetable Management, Budgeting, Staff Allocation, Facilities Oversight. This role involves working on innovative projects in Education domain.","Albuquerque, NM",https://www.linkedin.com/jobs/view/990264/?trk=jobs_biz_prem_srch,94000
Apple,Senior Software Engineer,"We are looking for a Senior Software Engineer with 6-11 years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes. This role involves working on innovative projects in Technology domain.","New York, NY",https://www.linkedin.com/jobs/view/947642/?trk=jobs_biz_prem_srch,168000
Workday,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Dallas, TX",https://www.linkedin.com/jobs/view/999809/?trk=jobs_biz_prem_srch,132000
Oracle,Senior Software Engineer,"We are looking for a Senior Software Engineer with 6-11 years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes. This role involves working on innovative projects in Technology domain.","Atlanta, GA",https://www.linkedin.com/jobs/view/927628/?trk=jobs_biz_prem_srch,156000
Wells Fargo,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Raleigh, NC",https://www.linkedin.com/jobs/view/956429/?trk=jobs_biz_prem_srch,133000
Salesforce,Junior Software Engineer,"We are looking for a Junior Software Engineer with 0-2 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git. This role involves working on innovative projects in Technology domain.","Columbus, OH",https://www.linkedin.com/jobs/view/985986/?trk=jobs_biz_prem_srch,73000
BambooHR,HR Generalist,"We are looking for a HR Generalist with 2-5 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations. This role involves working on innovative projects in HR domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/977128/?trk=jobs_biz_prem_srch,76000
HDR,Civil Engineer,"We are looking for a Civil Engineer with 3-7 years of experience. The candidate should possess Bachelors in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation. This role involves working on innovative projects in Construction domain.","Philadelphia, PA",https://www.linkedin.com/jobs/view/960217/?trk=jobs_biz_prem_srch,85000
Kirkland & Ellis,Director of Legal Affairs,"We are looking for a Director of Legal Affairs with 14+ years of experience. The candidate should possess Masters in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law, Mergers & Acquisitions, Negotiations, Regulatory Compliance, Corporate Governance, Legal Strategy, Risk Mitigation. This role involves working on innovative projects in Legal domain.","Oakland, CA",https://www.linkedin.com/jobs/view/905784/?trk=jobs_biz_prem_srch,156000
Kirkland & Ellis,Legal Assistant,"We are looking for a Legal Assistant with 0-3 years of experience. The candidate should possess Diploma in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence. This role involves working on innovative projects in Legal domain.","Minneapolis, MN",https://www.linkedin.com/jobs/view/904196/?trk=jobs_biz_prem_srch,41000
Citibank,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","San Antonio, TX",https://www.linkedin.com/jobs/view/950870/?trk=jobs_biz_prem_srch,125000
Jacobs Engineering,Construction Project Manager,"We are looking for a Construction Project Manager with 12+ years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing, Vendor Management, Scheduling, Contracting. This role involves working on innovative projects in Construction domain.","Fort Worth, TX",https://www.linkedin.com/jobs/view/986553/?trk=jobs_biz_prem_srch,139000
edX,Education Operations Manager,"We are looking for a Education Operations Manager with 6+ years of experience. The candidate should possess MBA and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards, Timetable Management, Budgeting, Staff Allocation, Facilities Oversight. This role involves working on innovative projects in Education domain.","Los Angeles, CA",https://www.linkedin.com/jobs/view/980562/?trk=jobs_biz_prem_srch,90000
Salesforce,AI Research Scientist,"We are looking for a AI Research Scientist with 12+ years of experience. The candidate should possess Doctorate in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy, Generative AI, Transformer Models, Reinforcement Learning, Research Publications. This role involves working on innovative projects in Technology domain.","Jacksonville, FL",https://www.linkedin.com/jobs/view/960986/?trk=jobs_biz_prem_srch,324000
Roche,Pharma R&D Director,"We are looking for a Pharma R&D Director with 11+ years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions, Pipeline Strategy, Lab Management, Innovation Oversight. This role involves working on innovative projects in Pharmaceutical domain.","Denver, CO",https://www.linkedin.com/jobs/view/986490/?trk=jobs_biz_prem_srch,147000
Coursera,Education Operations Manager,"We are looking for a Education Operations Manager with 6+ years of experience. The candidate should possess MBA and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards, Timetable Management, Budgeting, Staff Allocation, Facilities Oversight. This role involves working on innovative projects in Education domain.","Minneapolis, MN",https://www.linkedin.com/jobs/view/904534/?trk=jobs_biz_prem_srch,82000
Meta,Software Engineer,"We are looking for a Software Engineer with 2-6 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs. This role involves working on innovative projects in Technology domain.","Minneapolis, MN",https://www.linkedin.com/jobs/view/992782/?trk=jobs_biz_prem_srch,105000
Bechtel,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","San Antonio, TX",https://www.linkedin.com/jobs/view/953055/?trk=jobs_biz_prem_srch,102000
Salesforce,AI Research Scientist,"We are looking for a AI Research Scientist with 12+ years of experience. The candidate should possess Doctorate in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy, Generative AI, Transformer Models, Reinforcement Learning, Research Publications. This role involves working on innovative projects in Technology domain.","Baltimore, MD",https://www.linkedin.com/jobs/view/928264/?trk=jobs_biz_prem_srch,335000
HDR,Junior Civil Engineer,"We are looking for a Junior Civil Engineer with 0-3 years of experience. The candidate should possess Diploma in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying. This role involves working on innovative projects in Construction domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/992179/?trk=jobs_biz_prem_srch,45000
HubSpot,Director of Marketing,"We are looking for a Director of Marketing with 8+ years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management, Market Research, Budgeting, Agency Oversight, Executive Reporting. This role involves working on innovative projects in Marketing domain.","Long Beach, CA",https://www.linkedin.com/jobs/view/979118/?trk=jobs_biz_prem_srch,110000
Roche,Pharma R&D Director,"We are looking for a Pharma R&D Director with 11+ years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions, Pipeline Strategy, Lab Management, Innovation Oversight. This role involves working on innovative projects in Pharmaceutical domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/914799/?trk=jobs_biz_prem_srch,150000
BambooHR,HR Manager,"We are looking for a HR Manager with 5-9 years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership. This role involves working on innovative projects in HR domain.","Dallas, TX",https://www.linkedin.com/jobs/view/935192/?trk=jobs_biz_prem_srch,83000
Apple,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","Miami, FL",https://www.linkedin.com/jobs/view/905027/?trk=jobs_biz_prem_srch,150000
Citibank,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Virginia Beach, VA",https://www.linkedin.com/jobs/view/978856/?trk=jobs_biz_prem_srch,140000
Roche,Pharma Quality Manager,"We are looking for a Pharma Quality Manager with 5-11 years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions. This role involves working on innovative projects in Pharmaceutical domain.","Long Beach, CA",https://www.linkedin.com/jobs/view/926384/?trk=jobs_biz_prem_srch,102000
Workday,HR Manager,"We are looking for a HR Manager with 5-9 years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership. This role involves working on innovative projects in HR domain.","Tucson, AZ",https://www.linkedin.com/jobs/view/946518/?trk=jobs_biz_prem_srch,99000
Figma,Senior UI/UX Designer,"We are looking for a Senior UI/UX Designer with 4-9 years of experience. The candidate should possess Masters in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines, Information Architecture, Design Thinking, Accessibility, Usability Testing. This role involves working on innovative projects in Design domain.","Columbus, OH",https://www.linkedin.com/jobs/view/989532/?trk=jobs_biz_prem_srch,86000
Atlassian,Machine Learning Engineer,"We are looking for a Machine Learning Engineer with 3-6 years of experience. The candidate should possess Masters in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks. This role involves working on innovative projects in Technology domain.","Indianapolis, IN",https://www.linkedin.com/jobs/view/943356/?trk=jobs_biz_prem_srch,138000
Costco,Retail Store Manager,"We are looking for a Retail Store Manager with 3-7 years of experience. The candidate should possess Diploma in Retail Management and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction. This role involves working on innovative projects in Retail domain.","Charlotte, NC",https://www.linkedin.com/jobs/view/961174/?trk=jobs_biz_prem_srch,66000
Udemy,Curriculum Developer,"We are looking for a Curriculum Developer with 3-6 years of experience. The candidate should possess Masters in Education and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards. This role involves working on innovative projects in Education domain.","Raleigh, NC",https://www.linkedin.com/jobs/view/912518/?trk=jobs_biz_prem_srch,74000
IBM,Junior Data Scientist,"We are looking for a Junior Data Scientist with 0-3 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning. This role involves working on innovative projects in Technology domain.","Atlanta, GA",https://www.linkedin.com/jobs/view/937519/?trk=jobs_biz_prem_srch,76000
Citibank,Senior Financial Analyst,"We are looking for a Senior Financial Analyst with 6-10 years of experience. The candidate should possess MBA and demonstrate strong skills in Accounts Payable, Bookkeeping, Excel, Financial Modeling, Forecasting, Dashboards, Valuation, Risk Analysis, Business Intelligence. This role involves working on innovative projects in Finance domain.","Sacramento, CA",https://www.linkedin.com/jobs/view/962519/?trk=jobs_biz_prem_srch,135000
Roche,Clinical Research Associate,"We are looking for a Clinical Research Associate with 0-5 years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials. This role involves working on innovative projects in Pharmaceutical domain.","Virginia Beach, VA",https://www.linkedin.com/jobs/view/954983/?trk=jobs_biz_prem_srch,71000
Google,Junior Software Engineer,"We are looking for a Junior Software Engineer with 0-2 years of experience. The candidate should possess Bachelors in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git. This role involves working on innovative projects in Technology domain.","Tucson, AZ",https://www.linkedin.com/jobs/view/984789/?trk=jobs_biz_prem_srch,76000
Adobe,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","Fresno, CA",https://www.linkedin.com/jobs/view/952038/?trk=jobs_biz_prem_srch,146000
Latham & Watkins,Associate Attorney,"We are looking for a Associate Attorney with 3-8 years of experience. The candidate should possess Bachelors in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence, Legal Drafting, Client Counseling, Contract Law. This role involves working on innovative projects in Legal domain.","Seattle, WA",https://www.linkedin.com/jobs/view/942312/?trk=jobs_biz_prem_srch,79000
OpenAI,Software Architect,"We are looking for a Software Architect with 11+ years of experience. The candidate should possess Masters in Computer Science and demonstrate strong skills in HTML, CSS, JavaScript, Git, Java, Spring Boot, SQL, REST APIs, C#, .NET, Microservices, Docker, Kubernetes, System Design, Architecture Patterns, CI/CD, AWS, Scalability. This role involves working on innovative projects in Technology domain.","Jacksonville, FL",https://www.linkedin.com/jobs/view/928167/?trk=jobs_biz_prem_srch,249000
Fantasy Interactive,UI/UX Designer,"We are looking for a UI/UX Designer with 0-4 years of experience. The candidate should possess Bachelors in Design and demonstrate strong skills in Figma, Sketch, Typography, Wireframing, Brand Guidelines. This role involves working on innovative projects in Design domain.","Phoenix, AZ",https://www.linkedin.com/jobs/view/982916/?trk=jobs_biz_prem_srch,65000
BambooHR,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Mesa, AZ",https://www.linkedin.com/jobs/view/928543/?trk=jobs_biz_prem_srch,132000
Jacobs Engineering,Construction Project Manager,"We are looking for a Construction Project Manager with 12+ years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing, Vendor Management, Scheduling, Contracting. This role involves working on innovative projects in Construction domain.","Chicago, IL",https://www.linkedin.com/jobs/view/967218/?trk=jobs_biz_prem_srch,132000
Oracle,Associate Product Manager,"We are looking for a Associate Product Manager with 0-3 years of experience. The candidate should possess BBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming. This role involves working on innovative projects in Technology domain.","Las Vegas, NV",https://www.linkedin.com/jobs/view/977505/?trk=jobs_biz_prem_srch,80000
Workday,HR Generalist,"We are looking for a HR Generalist with 2-5 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations. This role involves working on innovative projects in HR domain.","Tampa, FL",https://www.linkedin.com/jobs/view/935753/?trk=jobs_biz_prem_srch,80000
Chegg,Education Operations Manager,"We are looking for a Education Operations Manager with 6+ years of experience. The candidate should possess MBA and demonstrate strong skills in Student Guidance, Assessment Writing, Career Advice, Enrollment, eLearning, Learning Objectives, LMS Tools, Syllabus Design, Education Standards, Timetable Management, Budgeting, Staff Allocation, Facilities Oversight. This role involves working on innovative projects in Education domain.","Jacksonville, FL",https://www.linkedin.com/jobs/view/928016/?trk=jobs_biz_prem_srch,79000
Workday,HR Generalist,"We are looking for a HR Generalist with 2-5 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations. This role involves working on innovative projects in HR domain.","Omaha, NE",https://www.linkedin.com/jobs/view/927759/?trk=jobs_biz_prem_srch,69000
Adobe,AI Research Scientist,"We are looking for a AI Research Scientist with 12+ years of experience. The candidate should possess Doctorate in AI and demonstrate strong skills in Python, Pandas, Exploratory Data Analysis, Regression, Classification, Scikit-learn, PyTorch, Big Data, Model DeploymentNeural Networks, NLP, TensorFlow, ML Pipelines, AWS, GCP, AI Strategy, Generative AI, Transformer Models, Reinforcement Learning, Research Publications. This role involves working on innovative projects in Technology domain.","Oakland, CA",https://www.linkedin.com/jobs/view/980293/?trk=jobs_biz_prem_srch,274000
Deutsch,Marketing Manager,"We are looking for a Marketing Manager with 4-8 years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management. This role involves working on innovative projects in Marketing domain.","Fort Worth, TX",https://www.linkedin.com/jobs/view/966257/?trk=jobs_biz_prem_srch,83000
Bechtel,Senior Civil Engineer,"We are looking for a Senior Civil Engineer with 7-12 years of experience. The candidate should possess Masters in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying, Concrete Design, Structural Analysis, Cost Estimation, Project Planning, Team Coordination, Materials Testing. This role involves working on innovative projects in Construction domain.","Indianapolis, IN",https://www.linkedin.com/jobs/view/928347/?trk=jobs_biz_prem_srch,105000
Best Buy,Chief Merchandising Officer,"We are looking for a Chief Merchandising Officer with 7+ years of experience. The candidate should possess MBA and demonstrate strong skills in Customer Service, POS Systems, Inventory Restocking, Sales Communication, Scheduling, Sales Reporting, Vendor Coordination, Customer Satisfaction, Merchandising Strategy, Trend Analysis, Category Management, Inventory Planning. This role involves working on innovative projects in Retail domain.","Minneapolis, MN",https://www.linkedin.com/jobs/view/928557/?trk=jobs_biz_prem_srch,87000
HubSpot,Marketing Manager,"We are looking for a Marketing Manager with 4-8 years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management. This role involves working on innovative projects in Marketing domain.","Albuquerque, NM",https://www.linkedin.com/jobs/view/936563/?trk=jobs_biz_prem_srch,82000
Deutsch,Director of Marketing,"We are looking for a Director of Marketing with 8+ years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management, Market Research, Budgeting, Agency Oversight, Executive Reporting. This role involves working on innovative projects in Marketing domain.","Detroit, MI",https://www.linkedin.com/jobs/view/982573/?trk=jobs_biz_prem_srch,132000
Moderna,Medical Records Technician,"We are looking for a Medical Records Technician with 0-4 years of experience. The candidate should possess Bachelors in Health Administration and demonstrate strong skills in Medical Terminology, Electronic Health Records (EHR), HIPAA Compliance, Data Entry, ICD Coding. This role involves working on innovative projects in Healthcare domain.","San Diego, CA",https://www.linkedin.com/jobs/view/995971/?trk=jobs_biz_prem_srch,76000
Cisco,Vice President of Product Management,"We are looking for a Vice President of Product Management with 10+ years of experience. The candidate should possess MBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming, Strategy, Market Research, Go-to-Market, Cross-functional Leadership, Vision Setting, Stakeholder Communication, Portfolio Management, Executive Alignment. This role involves working on innovative projects in Technology domain.","Raleigh, NC",https://www.linkedin.com/jobs/view/966402/?trk=jobs_biz_prem_srch,246000
Bechtel,Junior Civil Engineer,"We are looking for a Junior Civil Engineer with 0-3 years of experience. The candidate should possess Diploma in Civil Engineering and demonstrate strong skills in AutoCAD, Site Inspection, Surveying. This role involves working on innovative projects in Construction domain.","Kansas City, MO",https://www.linkedin.com/jobs/view/999418/?trk=jobs_biz_prem_srch,47000
Workday,HR Coordinator,"We are looking for a HR Coordinator with 0-2 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files. This role involves working on innovative projects in HR domain.","Baltimore, MD",https://www.linkedin.com/jobs/view/932249/?trk=jobs_biz_prem_srch,53000
Workday,HR Coordinator,"We are looking for a HR Coordinator with 0-2 years of experience. The candidate should possess BBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files. This role involves working on innovative projects in HR domain.","Sacramento, CA",https://www.linkedin.com/jobs/view/955919/?trk=jobs_biz_prem_srch,52000
Kirkland & Ellis,Legal Assistant,"We are looking for a Legal Assistant with 0-3 years of experience. The candidate should possess Diploma in Legal Studies and demonstrate strong skills in Case Filing, Document Review, Legal Correspondence. This role involves working on innovative projects in Legal domain.","Phoenix, AZ",https://www.linkedin.com/jobs/view/999332/?trk=jobs_biz_prem_srch,59000
Genentech,Pharma Quality Manager,"We are looking for a Pharma Quality Manager with 5-11 years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials, Adverse Event Reporting, GMP Compliance, Audits, Regulatory Submissions. This role involves working on innovative projects in Pharmaceutical domain.","Los Angeles, CA",https://www.linkedin.com/jobs/view/988573/?trk=jobs_biz_prem_srch,105000
BambooHR,HR Director,"We are looking for a HR Director with 9+ years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership, Talent Strategy, Organizational Development, Change Management. This role involves working on innovative projects in HR domain.","Washington, DC",https://www.linkedin.com/jobs/view/977220/?trk=jobs_biz_prem_srch,117000
ADP,HR Manager,"We are looking for a HR Manager with 5-9 years of experience. The candidate should possess MBA and demonstrate strong skills in Onboarding, Recruitment, HRIS, Employee Files, Benefits, Payroll, Employee Relations, Compliance, Policy Development, Team Leadership. This role involves working on innovative projects in HR domain.","Atlanta, GA",https://www.linkedin.com/jobs/view/977167/?trk=jobs_biz_prem_srch,102000
Meta,Data Scientist,"We are looking for a Data Scientist with 3-8 years of experience. The candidate should possess Bachelors in Data Science and demonstrate strong skills in Python, SQL, Pandas, Data Cleaning, Exploratory Data Analysis, Regression, Classification, Scikit-learn. This role involves working on innovative projects in Technology domain.","Houston, TX",https://www.linkedin.com/jobs/view/971495/?trk=jobs_biz_prem_srch,169000
HubSpot,Marketing Manager,"We are looking for a Marketing Manager with 4-8 years of experience. The candidate should possess MBA and demonstrate strong skills in Email Marketing, Social Media, Content Scheduling, Copywriting, Brand Strategy, Paid Ads, Analytics, Campaign Management. This role involves working on innovative projects in Marketing domain.","New York, NY",https://www.linkedin.com/jobs/view/989577/?trk=jobs_biz_prem_srch,87000
Apple,Vice President of Product Management,"We are looking for a Vice President of Product Management with 10+ years of experience. The candidate should possess MBA and demonstrate strong skills in Agile, Product Roadmap, User Stories, Backlog Grooming, Strategy, Market Research, Go-to-Market, Cross-functional Leadership, Vision Setting, Stakeholder Communication, Portfolio Management, Executive Alignment. This role involves working on innovative projects in Technology domain.","Houston, TX",https://www.linkedin.com/jobs/view/933089/?trk=jobs_biz_prem_srch,241000
Amgen,Clinical Research Associate,"We are looking for a Clinical Research Associate with 0-5 years of experience. The candidate should possess Doctor of Pharmacy and demonstrate strong skills in Medical Product Knowledge, CRM, Territory Management, Clinical Trials. This role involves working on innovative projects in Pharmaceutical domain.","El Paso, TX",https://www.linkedin.com/jobs/view/951526/?trk=jobs_biz_prem_srch,76000
